MAIN_ID,RA,DEC,COO_WAVELENGTH,COO_BIBCODE,OTYPE,COO_BIBCODE_2
2XMM J122937.8+075845,12 29 37.790,+07 58 45.65,O,2009yCat.2294....0A,XB,2009yCat.2294....0A
[GLK96]  3289,12 29 37.79,+07 58 46.2,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
[JPB2009] 187.4458773+7.9796141,12 29 47.0106,+07 58 46.611,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122947.0+075847,12 29 47.0,+07 58 47,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4422336+7.9895695,12 29 46.15,+07 59 22.4,O,2009ApJ...690..512H,GlCl?,2009ApJ...690..512H
[JPB2009] 187.4375580+7.9972720,12 29 45.0139,+07 59 50.179,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122945.0+075950,12 29 45.0,+07 59 50,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122944.7+080001,12 29 44.7,+08 00 01,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
CXOMKZ J1230012+080013,12 30 01.2,+08 00 13,X,2003ApJ...586..814M,X,2003ApJ...586..814M
[JPB2009] 187.4599436+8.0037423,12 29 50.41,+08 00 13.3,O,2009ApJ...690..512H,XB,2009ApJ...690..512H
[CHP2004] J122950.4+080014,12 29 50.4,+08 00 14,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122941.6+080014,12 29 41.6,+08 00 14,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4232498+8.0039230,12 29 41.5800,+08 00 14.123,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[GLK96]  4852,12 29 56.33,+08 00 31.1,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
CXOMKZ J1229503+080036,12 29 50.3,+08 00 36,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[JPB2009] 187.4293089+8.0109660,12 29 43.05,+08 00 39.5,O,2009ApJ...690..512H,XB,2009ApJ...690..512H
CXOMKZ J1230021+080050,12 30 02.1,+08 00 50,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
CXOMKZ J1230063+080203,12 30 06.280,+08 02 03.43,O,2009yCat.2294....0A,X,2009yCat.2294....0A
[CHP2004] J122950.8+080246,12 29 50.8,+08 02 46,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
NAME RZ01 2109,12 29 39.689,+07 53 32.99,O,2009yCat.2294....0A,GlCl,2009yCat.2294....0A
SDSS J122942.02+075344.8,12 29 42.036,+07 53 44.74,N,2003yCat.2246....0C,X,2003yCat.2246....0C
[GLK96]   637,12 29 42.58,+07 54 49.5,,2000AJ....120.2928Z,GlCl,2000AJ....120.2928Z
2MASS J12293026+0759340,12 29 30.26,+07 59 34.1,I,2003yCat.2246....0C,XB,2003yCat.2246....0C
NGC  4467,12 29 30.267,+07 59 34.62,I,2006AJ....131.1163S,GinGroup,2006AJ....131.1163S
[JPB2009] 187.3762703+7.9927313,12 29 30.3049,+07 59 33.833,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122946.9+075955,12 29 46.924,+07 59 55.28,,2004ApJ...613..238B,XB,2004ApJ...613..238B
2XMM J122933.1+080218,12 29 33.103,+08 02 17.78,O,2009yCat.2294....0A,XB,2009yCat.2294....0A
CXOMKZ J1229369+080311,12 29 36.9,+08 03 11,X,2003ApJ...586..814M,X,2003ApJ...586..814M
[JPB2009] 187.4037413+8.0530168,12 29 36.8979,+08 03 10.860,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
2XMM J122910.8+080322,12 29 10.871,+08 03 22.60,O,2009yCat.2294....0A,X,2009yCat.2294....0A
2XMM J122927.8+080630,12 29 27.806,+08 06 30.51,O,2009yCat.2294....0A,QSO,2009yCat.2294....0A
2XMM J122934.8+080932,12 29 34.775,+08 09 32.94,O,2012ApJS..203...21A,QSO,2012ApJS..203...21A
NLTT 30915,12 29 45.30,+07 52 37.9,I,2003yCat.2246....0C,PM*,2003yCat.2246....0C
2XMM J123014.2+080115,12 30 14.332,+08 01 15.05,O,2009yCat.2294....0A,X,2009yCat.2294....0A
2XMM J123022.1+080155,12 30 22.178,+08 01 55.35,O,2009yCat.2294....0A,X,2009yCat.2294....0A
2XMM J122933.9+080515,12 29 33.930,+08 05 15.53,O,2009yCat.2294....0A,X,2009yCat.2294....0A
2XMM J122956.8+080911,12 29 56.820,+08 09 11.56,O,2009yCat.2294....0A,AGN_Candidate,2009yCat.2294....0A
2XMM J122907.5+080025,12 29 07.493,+08 00 24.25,O,2009yCat.2294....0A,X,2009yCat.2294....0A
2XMM J122958.4+081010,12 29 58.471,+08 10 11.13,O,2009yCat.2294....0A,X,2009yCat.2294....0A
