MAIN_ID,RA,DEC,COO_WAVELENGTH,COO_BIBCODE,OTYPE,COO_BIBCODE_2
[JPB2009] 187.4332397+7.9975676,12 29 43.9775,+07 59 51.243,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122944.0+075952,12 29 44.0,+07 59 52,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122953.3+075952,12 29 53.3,+07 59 52,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[MKZ2003] OID 1086,12 29 53.4,+07 59 52,O,2003ApJ...586..814M,GlCl,2003ApJ...586..814M
[CHP2004] J122946.9+075955,12 29 46.924,+07 59 55.28,,2004ApJ...613..238B,XB,2004ApJ...613..238B
CXOMKZ J1229529+075956,12 29 52.9,+07 59 56,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[BJF2004] J122946.858+075958.26,12 29 46.858,+07 59 58.26,,2004ApJ...613..238B,X,2004ApJ...613..238B
[CHP2004] J122951.7+080000,12 29 51.7,+08 00 00,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4654565+7.9999269,12 29 51.7096,+07 59 59.737,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122944.7+080001,12 29 44.7,+08 00 01,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
CXOMKZ J1229525+080002,12 29 52.5,+08 00 02,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[JPB2009] 187.4687329+8.0004454,12 29 52.4959,+08 00 01.603,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[JPB2009] 187.4208356+8.0008320,12 29 41.0005,+08 00 02.995,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
CXOMKZ J1229410+080003,12 29 41.0,+08 00 03,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[SGT2004] J122942.31+080008.0,12 29 42.33,+08 00 07.8,O,2009ApJ...690..512H,XB,2009ApJ...690..512H
[CHP2004] J122942.3+080008,12 29 42.3,+08 00 08,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[GLK96]  4541,12 29 54.22,+08 00 10.3,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
CXOMKZ J1229542+080010,12 29 54.2,+08 00 10,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[CHP2004] J122950.9+080010,12 29 50.9,+08 00 10,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4618955+8.0026870,12 29 50.87,+08 00 09.5,O,2009ApJ...690..512H,XB,2009ApJ...690..512H
CXOMKZ J1229470+080013,12 29 47.0,+08 00 13,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[CHP2004] J122950.4+080014,12 29 50.4,+08 00 14,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4599436+8.0037423,12 29 50.41,+08 00 13.3,O,2009ApJ...690..512H,XB,2009ApJ...690..512H
[JPB2009] 187.4232498+8.0039230,12 29 41.5800,+08 00 14.123,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122941.6+080014,12 29 41.6,+08 00 14,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
CXOMKZ J1229453+080017,12 29 45.3,+08 00 17,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[JPB2009] 187.4722419+8.0071975,12 29 53.3381,+08 00 25.911,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122953.4+080026,12 29 53.4,+08 00 26,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122947.7+080027,12 29 47.7,+08 00 27,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
CXOU J122945.3+080029,12 29 45.3,+08 00 29,X,2008ApJ...689..983H,XB,2008ApJ...689..983H
[CHP2004] J122938.3+080030,12 29 38.3,+08 00 30,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[GLK96]  4852,12 29 56.33,+08 00 31.1,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
[CHP2004] J122956.4+080030,12 29 56.4,+08 00 30,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.3938163+8.0089570,12 29 34.5159,+08 00 32.245,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[SGT2004] J122934.49+080032.3,12 29 34.49,+08 00 32.3,,2004ApJS..154..519S,XB,2004ApJS..154..519S
[H2009] NGC 4472 223,12 29 44.31,+08 00 39.7,O,2009ApJ...690..512H,GlCl?,2009ApJ...690..512H
[JPB2009] 187.4293089+8.0109660,12 29 43.05,+08 00 39.5,O,2009ApJ...690..512H,XB,2009ApJ...690..512H
[CHP2004] J122943.0+080040,12 29 43.0,+08 00 40,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122943.8+080041,12 29 43.8,+08 00 41,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4323558+8.0113186,12 29 43.78,+08 00 40.7,O,2009ApJ...690..512H,XB,2009ApJ...690..512H
[CHP2004] J122943.6+080052,12 29 43.6,+08 00 52,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4549270+8.0154135,12 29 49.21,+08 00 55.3,O,2009ApJ...690..512H,GlCl,2009ApJ...690..512H
CXOMKZ J1229543+080058,12 29 54.3,+08 00 58,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[CHP2004] J122948.2+080059,12 29 48.2,+08 00 59,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122945.6+080059,12 29 45.6,+08 00 59,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[MKZ2003] OID   68,12 29 41.6,+08 00 59,O,2003ApJ...586..814M,GlCl,2003ApJ...586..814M
CXOMKZ J1229416+080059,12 29 41.6,+08 00 59,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[CHP2004] J122945.9+080127,12 29 45.9,+08 01 27,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4412035+8.0241273,12 29 45.8888,+08 01 26.858,O,2009ApJS..180...54J,GlCl?,2009ApJS..180...54J
[JPB2009] 187.4430821+8.0240436,12 29 46.3397,+08 01 26.557,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
CXOMKZ J1229464+080127,12 29 46.4,+08 01 27,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[CHP2004] J122952.7+080156,12 29 52.7,+08 01 56,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
CXOMKZ J1229512+080225,12 29 51.2,+08 02 25,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[CHP2004] J122950.8+080246,12 29 50.8,+08 02 46,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122944.0+075532,12 29 44.0,+07 55 32,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
CXOMKZ J1229527+075710,12 29 52.7,+07 57 10,X,2003ApJ...586..814M,X,2003ApJ...586..814M
[GLK96]  2140,12 29 54.18,+07 57 20.9,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
[CHP2004] J122954.2+075720,12 29 54.2,+07 57 20,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
2XMM J122956.8+075728,12 29 56.755,+07 57 28.36,N,2003yCat.2246....0C,XB,2003yCat.2246....0C
CXOMKZ J1229577+075728,12 29 57.7,+07 57 28,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[CHP2004] J122938.7+075756,12 29 38.7,+07 57 56,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122933.5+075801,12 29 33.5,+07 58 01,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122951.7+075823,12 29 51.7,+07 58 23,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122931.7+075832,12 29 31.7,+07 58 32,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
2XMM J123002.6+075839,12 30 02.619,+07 58 38.83,O,2009yCat.2294....0A,XB,2009yCat.2294....0A
[CHP2004] J122944.1+075841,12 29 44.1,+07 58 41,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4336694+7.9779441,12 29 44.0807,+07 58 40.599,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[JPB2009] 187.4620209+7.9872935,12 29 50.8850,+07 59 14.257,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
CXOMKZ J1229505+075920,12 29 50.5,+07 59 20,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
CXOMKZ J1229466+075925,12 29 46.6,+07 59 25,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[CHP2004] J122946.6+075932,12 29 46.6,+07 59 32,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
2MASS J12293026+0759340,12 29 30.26,+07 59 34.1,I,2003yCat.2246....0C,XB,2003yCat.2246....0C
NGC  4467,12 29 30.267,+07 59 34.62,I,2006AJ....131.1163S,GinGroup,2006AJ....131.1163S
CXOU J122940.1+075944,12 29 40.2,+07 59 44,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4174209+7.9956389,12 29 40.1810,+07 59 44.300,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
CXOMKZ J1229438+075957,12 29 43.8,+07 59 57,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[JPB2009] 187.4325064+7.9990369,12 29 43.81,+07 59 56.4,O,2009ApJ...690..512H,XB,2009ApJ...690..512H
[JPB2009] 187.4455059+8.0010107,12 29 46.9214,+08 00 03.639,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[JPB2009] 187.4690063+8.0044871,12 29 52.5615,+08 00 16.154,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[GLK96]  5097,12 29 37.74,+08 00 46.3,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
CXOMKZ J1229378+080046,12 29 37.8,+08 00 46,X,2003ApJ...586..814M,X,2003ApJ...586..814M
CXOMKZ J1229350+080049,12 29 35.0,+08 00 49,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
CXOMKZ J1230021+080050,12 30 02.1,+08 00 50,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
CXOMKZ J1229359+080054,12 29 35.9,+08 00 54,X,2003ApJ...586..814M,X,2003ApJ...586..814M
CXOMKZ J1229533+080054,12 29 53.3,+08 00 54,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
CXOMKZ J1229314+080055,12 29 31.4,+08 00 55,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[JPB2009] 187.4691144+8.0192643,12 29 52.5875,+08 01 09.351,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122952.6+080109,12 29 52.6,+08 01 09,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
2XMM J122939.4+080144,12 29 39.475,+08 01 43.66,O,2009yCat.2294....0A,X,2009yCat.2294....0A
2XMM J122933.1+080218,12 29 33.103,+08 02 17.78,O,2009yCat.2294....0A,XB,2009yCat.2294....0A
CXOMKZ J1229382+080235,12 29 38.2,+08 02 35,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
CXOMKZ J1229369+080311,12 29 36.9,+08 03 11,X,2003ApJ...586..814M,X,2003ApJ...586..814M
[JPB2009] 187.4037413+8.0530168,12 29 36.8979,+08 03 10.860,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
2XMM J122935.6+075327,12 29 35.654,+07 53 26.48,O,2009yCat.2294....0A,X,2009yCat.2294....0A
[GLK96]  2045,12 29 39.05,+07 57 13.1,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
2XMM J123018.0+075715,12 30 18.047,+07 57 16.28,O,2009yCat.2294....0A,X,2009yCat.2294....0A
[GLK96]  2341,12 29 32.76,+07 57 38.3,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
CXOMKZ J1229579+075805,12 29 57.9,+07 58 05,X,2003ApJ...586..814M,X,2003ApJ...586..814M
[JPB2009] 187.3853669+7.9812705,12 29 32.4881,+07 58 52.574,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[JPB2009] 187.3853340+7.9811474,12 29 32.4802,+07 58 52.131,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122932.5+075853,12 29 32.5,+07 58 53,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122945.5+080202,12 29 45.5,+08 02 02,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4207505+8.0487977,12 29 40.9801,+08 02 55.672,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122953.4+080310,12 29 53.4,+08 03 10,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
CXOMKZ J1229433+080339,12 29 43.3,+08 03 39,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
CXOMKZ J1229587+080429,12 29 58.7,+08 04 29,X,2003ApJ...586..814M,X,2003ApJ...586..814M
SDSS J122958.72+075412.0,12 29 58.722,+07 54 12.00,O,2014A&A...563A..54P,QSO,2014A&A...563A..54P
2XMM J123022.1+080155,12 30 22.178,+08 01 55.35,O,2009yCat.2294....0A,X,2009yCat.2294....0A
2XMM J122934.8+080932,12 29 34.775,+08 09 32.94,O,2012ApJS..203...21A,QSO,2012ApJS..203...21A
