MAIN_ID,RA,DEC,COO_WAVELENGTH,COO_BIBCODE,OTYPE,COO_BIBCODE_2
[JPB2009] 187.4336694+7.9779441,12 29 44.0807,+07 58 40.599,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122944.1+075841,12 29 44.1,+07 58 41,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122942.0+075848,12 29 42.0,+07 58 48,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4547231+7.9806302,12 29 49.1335,+07 58 50.269,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122941.4+075854,12 29 41.4,+07 58 54,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[H2009] NGC 4472  39,12 29 46.07,+07 59 15.1,O,2009ApJ...690..512H,GlCl?,2009ApJ...690..512H
CXOU J122946.0+075915,12 29 46.07,+07 59 15.1,O,2009ApJ...690..512H,XB,2009ApJ...690..512H
[MKZ2003] OID  543,12 29 46.1,+07 59 16,O,2003ApJ...586..814M,GlCl,2003ApJ...586..814M
[CHP2004] J122940.1+075927,12 29 40.1,+07 59 27,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4169901+7.9908588,12 29 40.0776,+07 59 27.092,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122940.9+075943,12 29 40.9,+07 59 43,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
CXOU J122940.1+075944,12 29 40.2,+07 59 44,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4174209+7.9956389,12 29 40.1810,+07 59 44.300,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122943.5+075947,12 29 43.5,+07 59 47,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122942.3+080008,12 29 42.3,+08 00 08,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[SGT2004] J122942.31+080008.0,12 29 42.33,+08 00 07.8,O,2009ApJ...690..512H,XB,2009ApJ...690..512H
[CHP2004] J122950.9+080010,12 29 50.9,+08 00 10,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4618955+8.0026870,12 29 50.87,+08 00 09.5,O,2009ApJ...690..512H,XB,2009ApJ...690..512H
[CHP2004] J122941.6+080014,12 29 41.6,+08 00 14,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4232498+8.0039230,12 29 41.5800,+08 00 14.123,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
CXOU J122950.4+075535,12 29 50.4,+07 55 35,X,2008ApJ...689..983H,XB,2008ApJ...689..983H
CXOMKZ J1229516+075759,12 29 51.6,+07 57 59,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[CHP2004] J122947.0+075847,12 29 47.0,+07 58 47,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4458773+7.9796141,12 29 47.0106,+07 58 46.611,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122941.4+075904,12 29 41.4,+07 59 04,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4488635+7.9904252,12 29 47.7272,+07 59 25.531,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[JPB2009] 187.4489454+7.9901281,12 29 47.7469,+07 59 24.461,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122947.7+075926,12 29 47.7,+07 59 26,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.3762703+7.9927313,12 29 30.3049,+07 59 33.833,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
2MASS J12293026+0759340,12 29 30.26,+07 59 34.1,I,2003yCat.2246....0C,XB,2003yCat.2246....0C
[CHP2004] J122953.7+075938,12 29 53.7,+07 59 38,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4332397+7.9975676,12 29 43.9775,+07 59 51.243,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122944.0+075952,12 29 44.0,+07 59 52,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[BJF2004] J122946.858+075958.26,12 29 46.858,+07 59 58.26,,2004ApJ...613..238B,X,2004ApJ...613..238B
[JPB2009] 187.4455059+8.0010107,12 29 46.9214,+08 00 03.639,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[JPB2009] 187.4208356+8.0008320,12 29 41.0005,+08 00 02.995,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
CXOMKZ J1229410+080003,12 29 41.0,+08 00 03,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[CHP2004] J122950.4+080014,12 29 50.4,+08 00 14,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
2XMM J122907.5+080025,12 29 07.493,+08 00 24.25,O,2009yCat.2294....0A,X,2009yCat.2294....0A
[CHP2004] J122947.7+080027,12 29 47.7,+08 00 27,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[SGT2004] J122934.49+080032.3,12 29 34.49,+08 00 32.3,,2004ApJS..154..519S,XB,2004ApJS..154..519S
[JPB2009] 187.3938163+8.0089570,12 29 34.5159,+08 00 32.245,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[MKZ2003] OID   68,12 29 41.6,+08 00 59,O,2003ApJ...586..814M,GlCl,2003ApJ...586..814M
CXOMKZ J1229416+080059,12 29 41.6,+08 00 59,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
2XMM J122923.4+075132,12 29 23.430,+07 51 31.88,O,2009yCat.2294....0A,QSO,2009yCat.2294....0A
2XMM J122947.8+075200,12 29 47.829,+07 52 00.24,O,2009yCat.2294....0A,X,2009yCat.2294....0A
2XMM J122904.3+075604,12 29 04.380,+07 56 03.13,O,2009yCat.2294....0A,X,2009yCat.2294....0A
CXOMKZ J1229567+075727,12 29 56.7,+07 57 27,X,2003ApJ...586..814M,X,2003ApJ...586..814M
[GLK96]  4852,12 29 56.33,+08 00 31.1,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
[CHP2004] J122945.6+080059,12 29 45.6,+08 00 59,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122945.7+080129,12 29 45.7,+08 01 29,X,2004ApJ...602..231C,X,2004ApJ...602..231C
CXOU J122945.7+080130,12 29 45.7,+08 01 30,X,2008ApJ...689..983H,XB,2008ApJ...689..983H
CXOMKZ J1230063+080203,12 30 06.280,+08 02 03.43,O,2009yCat.2294....0A,X,2009yCat.2294....0A
