MAIN_ID,RA,DEC,COO_WAVELENGTH,COO_BIBCODE,OTYPE,COO_BIBCODE_2
[CHP2004] J122940.1+075927,12 29 40.1,+07 59 27,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4168880+7.9911160,12 29 40.0531,+07 59 28.018,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[JPB2009] 187.4652245+7.9919015,12 29 51.6539,+07 59 30.845,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122946.6+075932,12 29 46.6,+07 59 32,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4560552+7.9928872,12 29 49.4532,+07 59 34.394,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122953.7+075938,12 29 53.7,+07 59 38,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
CXOMKZ J1229453+075940,12 29 45.34,+07 59 39.8,O,2009ApJ...690..512H,XB,2009ApJ...690..512H
[H2009] NGC 4472  61,12 29 45.34,+07 59 39.8,O,2009ApJ...690..512H,GlCl?,2009ApJ...690..512H
CXOU J122945.6+075941,12 29 45.65,+07 59 40.2,O,2009ApJ...690..512H,XB,2009ApJ...690..512H
[H2009] NGC 4472  51,12 29 45.65,+07 59 40.2,O,2009ApJ...690..512H,GlCl?,2009ApJ...690..512H
[JPB2009] 187.4130727+7.9947046,12 29 39.1374,+07 59 40.937,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122940.9+075943,12 29 40.9,+07 59 43,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122950.1+075944,12 29 50.1,+07 59 44,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4587832+7.9953942,12 29 50.1080,+07 59 43.419,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
CXOU J122940.1+075944,12 29 40.2,+07 59 44,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4174209+7.9956389,12 29 40.1810,+07 59 44.300,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
CXOMKZ J1229464+075946,12 29 46.4,+07 59 46,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
CXOMKZ J1229490+075946,12 29 49.0,+07 59 46,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[CHP2004] J122943.5+075947,12 29 43.5,+07 59 47,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
CXOMKZ J1229463+075949,12 29 46.3,+07 59 49,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[JPB2009] 187.4428366+7.9968289,12 29 46.29,+07 59 48.4,O,2009ApJ...690..512H,XB,2009ApJ...690..512H
[JPB2009] 187.4375580+7.9972720,12 29 45.0139,+07 59 50.179,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122945.0+075950,12 29 45.0,+07 59 50,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4332397+7.9975676,12 29 43.9775,+07 59 51.243,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122944.0+075952,12 29 44.0,+07 59 52,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122953.3+075952,12 29 53.3,+07 59 52,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
CXOU J122948.5+075954,12 29 48.5,+07 59 54,X,2008ApJ...689..983H,XB,2008ApJ...689..983H
[CHP2004] J122946.9+075955,12 29 46.924,+07 59 55.28,,2004ApJ...613..238B,XB,2004ApJ...613..238B
CXOMKZ J1229529+075956,12 29 52.9,+07 59 56,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[BJF2004] J122946.858+075958.26,12 29 46.858,+07 59 58.26,,2004ApJ...613..238B,X,2004ApJ...613..238B
[JPB2009] 187.4654565+7.9999269,12 29 51.7096,+07 59 59.737,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122951.7+080000,12 29 51.7,+08 00 00,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122944.7+080001,12 29 44.7,+08 00 01,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4687329+8.0004454,12 29 52.4959,+08 00 01.603,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
CXOMKZ J1229525+080002,12 29 52.5,+08 00 02,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[MKZ2003] XID   71,12 29 46.74,+08 00 01.6,,2006A&A...452..739S,X,2006A&A...452..739S
[JPB2009] 187.4208356+8.0008320,12 29 41.0005,+08 00 02.995,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
CXOMKZ J1229410+080003,12 29 41.0,+08 00 03,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[GLK96]  4443,12 29 55.86,+08 00 04.0,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
[MKZ2003] OID  704,12 29 47.4,+08 00 08,O,2003ApJ...586..814M,GlCl,2003ApJ...586..814M
[SGT2004] J122942.31+080008.0,12 29 42.33,+08 00 07.8,O,2009ApJ...690..512H,XB,2009ApJ...690..512H
[CHP2004] J122942.3+080008,12 29 42.3,+08 00 08,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
CXOMKZ J1229564+080009,12 29 56.4,+08 00 09,X,2003ApJ...586..814M,X,2003ApJ...586..814M
[GLK96]  4541,12 29 54.22,+08 00 10.3,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
CXOMKZ J1229542+080010,12 29 54.2,+08 00 10,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[JPB2009] 187.4618955+8.0026870,12 29 50.87,+08 00 09.5,O,2009ApJ...690..512H,XB,2009ApJ...690..512H
[CHP2004] J122950.9+080010,12 29 50.9,+08 00 10,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4599436+8.0037423,12 29 50.41,+08 00 13.3,O,2009ApJ...690..512H,XB,2009ApJ...690..512H
[CHP2004] J122950.4+080014,12 29 50.4,+08 00 14,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
CXOMKZ J1229470+080013,12 29 47.0,+08 00 13,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[CHP2004] J122941.6+080014,12 29 41.6,+08 00 14,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4232498+8.0039230,12 29 41.5800,+08 00 14.123,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[JPB2009] 187.4690063+8.0044871,12 29 52.5615,+08 00 16.154,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[JPB2009] 187.4389930+8.0043180,12 29 45.37,+08 00 15.5,O,2009ApJ...690..512H,GlCl?,2009ApJ...690..512H
CXOMKZ J1229453+080017,12 29 45.3,+08 00 17,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[JPB2009] 187.4722419+8.0071975,12 29 53.3381,+08 00 25.911,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122953.4+080026,12 29 53.4,+08 00 26,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122947.7+080027,12 29 47.7,+08 00 27,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
CXOMKZ J1229491+080027,12 29 49.1,+08 00 27,X,2003ApJ...586..814M,X,2003ApJ...586..814M
[JPB2009] 187.4544851+8.0075277,12 29 49.10,+08 00 26.9,O,2009ApJ...690..512H,GlCl,2009ApJ...690..512H
[CHP2004] J122938.3+080030,12 29 38.3,+08 00 30,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[GLK96]  4852,12 29 56.33,+08 00 31.1,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
[CHP2004] J122956.4+080030,12 29 56.4,+08 00 30,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.3938163+8.0089570,12 29 34.5159,+08 00 32.245,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[SGT2004] J122934.49+080032.3,12 29 34.49,+08 00 32.3,,2004ApJS..154..519S,XB,2004ApJS..154..519S
CXOMKZ J1229503+080036,12 29 50.3,+08 00 36,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[H2009] NGC 4472 223,12 29 44.31,+08 00 39.7,O,2009ApJ...690..512H,GlCl?,2009ApJ...690..512H
[JPB2009] 187.4293089+8.0109660,12 29 43.05,+08 00 39.5,O,2009ApJ...690..512H,XB,2009ApJ...690..512H
[JPB2009] 187.4323558+8.0113186,12 29 43.78,+08 00 40.7,O,2009ApJ...690..512H,XB,2009ApJ...690..512H
[CHP2004] J122943.8+080041,12 29 43.8,+08 00 41,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4340514+8.0115934,12 29 44.19,+08 00 41.7,O,2009ApJ...690..512H,XB,2009ApJ...690..512H
[CHP2004] J122944.2+080042,12 29 44.2,+08 00 42,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4233547+8.0123165,12 29 41.6051,+08 00 44.339,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[JPB2009] 187.4237036+8.0123484,12 29 41.6889,+08 00 44.454,O,2009ApJS..180...54J,GlCl?,2009ApJS..180...54J
CXOMKZ J1229416+080045,12 29 41.6,+08 00 45,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
CXOMKZ J1229378+080046,12 29 37.8,+08 00 46,X,2003ApJ...586..814M,X,2003ApJ...586..814M
[GLK96]  5097,12 29 37.74,+08 00 46.3,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
[JPB2009] 187.4233993+8.0136356,12 29 41.6158,+08 00 49.088,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
CXOMKZ J1229416+080049,12 29 41.6,+08 00 49,X,2003ApJ...586..814M,X,2003ApJ...586..814M
CXOMKZ J1230021+080050,12 30 02.1,+08 00 50,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[CHP2004] J122943.6+080052,12 29 43.6,+08 00 52,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
CXOMKZ J1229543+080058,12 29 54.3,+08 00 58,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[MKZ2003] OID   68,12 29 41.6,+08 00 59,O,2003ApJ...586..814M,GlCl,2003ApJ...586..814M
CXOMKZ J1229416+080059,12 29 41.6,+08 00 59,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[CHP2004] J122948.2+080059,12 29 48.2,+08 00 59,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122945.6+080059,12 29 45.6,+08 00 59,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122952.6+080109,12 29 52.6,+08 01 09,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4691144+8.0192643,12 29 52.5875,+08 01 09.351,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[JPB2009] 187.4613318+8.0196743,12 29 50.74,+08 01 10.6,O,2009ApJ...690..512H,GlCl,2009ApJ...690..512H
[JPB2009] 187.4421372+8.0229237,12 29 46.1129,+08 01 22.525,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[JPB2009] 187.4430821+8.0240436,12 29 46.3397,+08 01 26.557,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
CXOMKZ J1229464+080127,12 29 46.4,+08 01 27,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[CHP2004] J122945.9+080127,12 29 45.9,+08 01 27,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4412035+8.0241273,12 29 45.8888,+08 01 26.858,O,2009ApJS..180...54J,GlCl?,2009ApJS..180...54J
[CHP2004] J122945.7+080129,12 29 45.7,+08 01 29,X,2004ApJ...602..231C,X,2004ApJ...602..231C
CXOU J122945.7+080130,12 29 45.7,+08 01 30,X,2008ApJ...689..983H,XB,2008ApJ...689..983H
[CHP2004] J122945.6+080129,12 29 45.6,+08 01 29,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
2XMM J122939.4+080144,12 29 39.475,+08 01 43.66,O,2009yCat.2294....0A,X,2009yCat.2294....0A
CXOMKZ J1229493+080147,12 29 49.3,+08 01 47,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[CHP2004] J122952.7+080156,12 29 52.7,+08 01 56,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122945.5+080202,12 29 45.5,+08 02 02,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
CXOMKZ J1230063+080203,12 30 06.280,+08 02 03.43,O,2009yCat.2294....0A,X,2009yCat.2294....0A
[MKZ2003] OID  409,12 29 45.01,+08 02 13.0,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
CXOMKZ J1229472+080217,12 29 47.2,+08 02 17,X,2003ApJ...586..814M,X,2003ApJ...586..814M
2XMM J122933.1+080218,12 29 33.103,+08 02 17.78,O,2009yCat.2294....0A,XB,2009yCat.2294....0A
Hanes   II-17,12 29 49.28,+08 02 19.0,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
CXOMKZ J1229404+080225,12 29 40.4,+08 02 25,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
CXOMKZ J1229512+080225,12 29 51.2,+08 02 25,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
CXOMKZ J1229537+080241,12 29 53.7,+08 02 41,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[JPB2009] 187.4277836+8.0450111,12 29 42.6681,+08 02 42.040,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122950.8+080246,12 29 50.8,+08 02 46,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122953.4+080310,12 29 53.4,+08 03 10,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4037413+8.0530168,12 29 36.8979,+08 03 10.860,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
CXOMKZ J1229369+080311,12 29 36.9,+08 03 11,X,2003ApJ...586..814M,X,2003ApJ...586..814M
[MKZ2003] OID  902,12 29 49.5,+08 03 21,O,2003ApJ...586..814M,Unknown,2003ApJ...586..814M
CXOMKZ J1229413+080339,12 29 41.3,+08 03 39,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
CXOMKZ J1229527+075710,12 29 52.7,+07 57 10,X,2003ApJ...586..814M,X,2003ApJ...586..814M
[GLK96]  2045,12 29 39.05,+07 57 13.1,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
[CHP2004] J122943.8+075715,12 29 43.8,+07 57 15,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[MKZ2003] OID  277,12 29 43.8,+07 57 16,O,2003ApJ...586..814M,GlCl,2003ApJ...586..814M
[MKZ2003] OID  273,12 29 43.8,+07 57 16,O,2003ApJ...586..814M,GlCl,2003ApJ...586..814M
[CHP2004] J122954.2+075720,12 29 54.2,+07 57 20,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[GLK96]  2140,12 29 54.18,+07 57 20.9,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
[CHP2004] J122944.6+075722,12 29 44.6,+07 57 22,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[MKZ2003] OID   48,12 29 41.4,+07 57 27,O,2003ApJ...586..814M,GlCl,2003ApJ...586..814M
[CHP2004] J122941.4+075727,12 29 41.4,+07 57 27,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
2XMM J122956.8+075728,12 29 56.755,+07 57 28.36,N,2003yCat.2246....0C,XB,2003yCat.2246....0C
CXOMKZ J1229567+075727,12 29 56.7,+07 57 27,X,2003ApJ...586..814M,X,2003ApJ...586..814M
CXOMKZ J1229464+075742,12 29 46.4,+07 57 42,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[CHP2004] J122933.5+075801,12 29 33.5,+07 58 01,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[CHP2004] J122945.7+075809,12 29 45.7,+07 58 09,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[MKZ2003] OID  879,12 29 49.3,+07 58 19,O,2003ApJ...586..814M,GlCl,2003ApJ...586..814M
CXOU J122949.3+075819,12 29 49.3,+07 58 19,X,2008ApJ...689..983H,XB,2008ApJ...689..983H
[MKZ2003] OID   83,12 29 41.7,+07 58 22,O,2003ApJ...586..814M,GlCl,2003ApJ...586..814M
[CHP2004] J122950.2+075824,12 29 50.2,+07 58 24,X,2004ApJ...602..231C,X,2004ApJ...602..231C
[CHP2004] J122941.5+075832,12 29 41.5,+07 58 32,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[H2009] NGC 4472 108,12 29 42.97,+07 58 46.2,O,2009ApJ...690..512H,GlCl?,2009ApJ...690..512H
[MKZ2003] XID   36,12 29 42.97,+07 58 46.2,O,2009ApJ...690..512H,XB,2009ApJ...690..512H
[JPB2009] 187.4152268+7.9827514,12 29 39.6544,+07 58 57.905,O,2009ApJS..180...54J,GlCl?,2009ApJS..180...54J
[CHP2004] J122932.8+075858,12 29 32.8,+07 58 58,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
CXOMKZ J1229480+075908,12 29 48.0,+07 59 08,X,2003ApJ...586..814M,X,2003ApJ...586..814M
[CHP2004] J122948.6+075913,12 29 48.6,+07 59 13,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4620209+7.9872935,12 29 50.8850,+07 59 14.257,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[JPB2009] 187.4493998+7.9885675,12 29 47.8560,+07 59 18.843,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[CHP2004] J122947.9+075919,12 29 47.9,+07 59 19,X,2004ApJ...602..231C,XB,2004ApJ...602..231C
[JPB2009] 187.4563308+7.9902535,12 29 49.5194,+07 59 24.913,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
CXOMKZ J1229495+075925,12 29 49.5,+07 59 25,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[JPB2009] 187.4151027+7.9911729,12 29 39.6246,+07 59 28.222,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[MKZ2003] OID  749,12 29 47.8,+07 59 34,O,2003ApJ...586..814M,Unknown,2003ApJ...586..814M
CXOMKZ J1229478+075934,12 29 47.8,+07 59 34,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[JPB2009] 187.4390231+7.9933990,12 29 45.38,+07 59 36.1,O,2009ApJ...690..512H,GlCl,2009ApJ...690..512H
[JPB2009] 187.4502408+7.9947760,12 29 48.0578,+07 59 41.194,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[JPB2009] 187.4468997+7.9958395,12 29 47.27,+07 59 44.8,O,2009ApJ...690..512H,GlCl,2009ApJ...690..512H
[JPB2009] 187.4394848+7.9991188,12 29 45.4764,+07 59 56.828,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[JPB2009] 187.4092384+8.0034247,12 29 38.2172,+08 00 12.329,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
CXOMKZ J1229382+080013,12 29 38.2,+08 00 13,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[JPB2009] 187.4662639+8.0053219,12 29 51.9033,+08 00 19.159,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[JPB2009] 187.4010482+8.0069616,12 29 36.2516,+08 00 25.062,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[JPB2009] 187.4011293+8.0065520,12 29 36.2710,+08 00 23.587,O,2009ApJS..180...54J,GlCl?,2009ApJS..180...54J
[JPB2009] 187.4444140+8.0097706,12 29 46.67,+08 00 35.1,O,2009ApJ...690..512H,GlCl?,2009ApJ...690..512H
[JPB2009] 187.4470080+8.0157900,12 29 47.31,+08 00 56.7,O,2009ApJ...690..512H,GlCl,2009ApJ...690..512H
[JPB2009] 187.4382007+8.0224576,12 29 45.1682,+08 01 20.847,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
2XMM J123022.1+080155,12 30 22.178,+08 01 55.35,O,2009yCat.2294....0A,X,2009yCat.2294....0A
CXOMKZ J1229382+080235,12 29 38.2,+08 02 35,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[JPB2009] 187.4207505+8.0487977,12 29 40.9801,+08 02 55.672,O,2009ApJS..180...54J,GlCl,2009ApJS..180...54J
[MKZ2003] OID  382,12 29 44.76,+08 03 34.1,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
CXOMKZ J1229587+080429,12 29 58.7,+08 04 29,X,2003ApJ...586..814M,X,2003ApJ...586..814M
CXOMKZ J1229479+080533,12 29 47.9,+08 05 33,X,2003ApJ...586..814M,X,2003ApJ...586..814M
[GLK96]  9414,12 29 38.62,+08 06 39.7,,2000AJ....120.2928Z,GlCl,2000AJ....120.2928Z
NAME RZ01 2109,12 29 39.689,+07 53 32.99,O,2009yCat.2294....0A,GlCl,2009yCat.2294....0A
[GLK96]  1300,12 29 54.90,+07 56 04.4,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
CXOMKZ J1229515+075705,12 29 51.5,+07 57 05,X,2003ApJ...586..814M,X,2003ApJ...586..814M
CXOMKZ J1229559+075723,12 29 55.9,+07 57 23,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
[GLK96]  2341,12 29 32.76,+07 57 38.3,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
[GLK96]  2502,12 30 00.67,+07 57 52.1,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
CXOU J122958.0+075805,12 29 58.0,+07 58 05,X,2008ApJ...689..983H,XB,2008ApJ...689..983H
[GLK96]  4401,12 30 00.25,+08 00 01.8,,2003ApJ...591..850C,GlCl,2003ApJ...591..850C
[JPB2009] 187.4497196+8.0022182,12 29 47.95,+08 00 07.9,O,2009ApJ...690..512H,GlCl,2009ApJ...690..512H
CXOMKZ J1229498+080026,12 29 49.8,+08 00 26,X,2003ApJ...586..814M,X,2003ApJ...586..814M
CXOMKZ J1229359+080054,12 29 35.9,+08 00 54,X,2003ApJ...586..814M,X,2003ApJ...586..814M
[JPB2009] 187.3845078+8.0209088,12 29 32.2819,+08 01 15.272,O,2009ApJS..180...54J,GlCl?,2009ApJS..180...54J
CXOMKZ J1229488+080431,12 29 48.8,+08 04 31,X,2003ApJ...586..814M,XB,2003ApJ...586..814M
2XMM J123024.0+080632,12 30 24.06,+08 06 30.7,X,2011Ap&SS.331...53C,X,2011Ap&SS.331...53C
SDSS J122942.02+075344.8,12 29 42.036,+07 53 44.74,N,2003yCat.2246....0C,X,2003yCat.2246....0C
[GLK96]  1315,12 29 43.94,+07 56 06.4,,2000AJ....120.2928Z,GlCl,2000AJ....120.2928Z
HVCS 1966,12 30 06.936,+08 07 39.24,O,2009yCat.2294....0A,Galaxy,2009yCat.2294....0A
